CODIGO	CLAVE	DESCRIPCION	
01400554	VB11/4F2013NM	"VALV. BOLA A/INOX. ROSC. 3 PZAS. 70 K. DE 032 MM. HAITIMA F. 2013NM (1 1/4"" 1000 LBS.)"	
01400555	VB2F2013NM	"VALV. BOLA A/INOX. ROSC. 3 PZAS. 70 K. DE 051 MM. HAITIMA F. 2013NM (2"" 1000 LBS.)"	
01400563	VB1150AIBPC	"VALV. BOLA A/INOX. BRID. 10.5 K. DE 025 MM. P/COMPLETO (1"" 150 LBS.)"	
01400564	VB11/2150AIBPC	"VALV. BOLA A/INOX. BRID. 10.5 K. DE 038 MM. P/COMPLETO (11/2"" 150 LBS.)"	
01400574	VB4150AIB	"VALV. BOLA A/INOX. BRID. 10.5 K. DE 102 MM. (4"" 150 LBS.)"	
01400575	VB6150AIB	"VALV. BOLA A/INOX. BRID. 10.5 K. DE 152 MM. (6"" 150 LBS.)"	
01400584	VB1/21500AR	"VALV. BOLA A/C. INT. A/INOX. ROSC. 105 K. DE 013 MM. (1/2"" 1500 LBS.)"	
01400585	VB3/41500ASW	"VALV. BOLA A/C. INT. A/INOX. S.W. 105 K. DE 019 MM. (3/4"" 1500 LBS.)"	
01400586	VB11500ASW	"VALV. BOLA A/C. INT. A/INOX. S.W. 105 K. DE 025 MM. (1"" 1500 LBS.)"	
01400590	VB3/41500AR	"VALV. BOLA A/C. ROSC. 105 K. DE 019 MM. (3/4"" 1500 LBS.)"	
01400591	VB21500AR	"VALV. BOLA A/C. ROSC. 105 K. DE 051 MM. (2"" 1500 LBS.)"	
01400593	VB1600AR	"VALV. BOLA A/C. ROSC. 42 K. DE 025 MM. (1"" 600 LBS.)"	
01400607	VB1/2F2013N	"VALV. BOLA A/C. ROSC. 3 PZAS. 70 K. DE 013 MM. HAITIMA F. 2013N (1/2"")"	
01400608	VB21/2F2013N	"VALV. BOLA A/C. ROSC. 3 PZAS. 70 K. DE 064 MM. HAITIMA F. 2013N (21/2"")"	
01400614	VB1600BR	"VALV. BOLA BRONCE ROSC. 42 K. DE 025 MM. (1"" 600 LBS.)"	
01400615	VB2600BR	"VALV. BOLA BRONCE ROSC. 42 K. DE 051 MM. (2"" 600 LBS.)"	
01400623	VB2F722	"VALV. BOLA VICTAULIC DE BRONCE FIGURA 722 DE 051 MM. ROSC. (2"")"	
01400624	VB1F722	"VALV. BOLA VICTAULIC DE BRONCE FIGURA 722 DE 025 MM. ROSC. (1"")"	
01400625	VB11/4F722	"VALV. BOLA VICTAULIC DE BRONCE FIGURA 722 DE 032 MM. ROSC. (1 1/4"")"	
01400626	VB11/2F722	"VALV. BOLA VICTAULIC DE BRONCE FIGURA 722 DE 038 MM. ROSC. (1 1/2"")"	
01400627	VB1/2F722	"VALV. BOLA VICTAULIC DE BRONCE FIGURA 722 DE 013 MM. ROSC. (1/2"")"	
01400628	VB3/4F722	"VALV. BOLA VICTAULIC DE BRONCE FIGURA 722 DE 019 MM. ROSC. (3/4"")"	
01400631	VB1/2600BR	"VALV. BOLA BRONCE ROSC. 42 K. DE 013 MM. (1/2"" 600 LBS.)"	
01400652	VB1/2150LAS	"VALV. BOLA LATON SW 10.5 K. DE 013 MM. (1/2"" 150 LBS.)"	
01400656	VB11/2F728	"VALV. BOLA VICTAULIC FIGURA 728 RAN X RAN DE 038 MM. (1 1/2"")"	
01400660	VB11/4F3022LR	"VALV. BOLA LATON CROMADA ROSC. 25 K. DE 032 MM.GENEBRE F. 3022 (1 1/4"" 350 LBS.)"	
01400661	VB11/2F3022LR	"VALV. BOLA LATON CROMADA ROSC. 25 K. DE 038 MM.GENEBRE F. 3022 (1 1/2"" 350 LBS.)"	
01400662	VB1/4F3022LR	"VALV. BOLA LATON CROMADA ROSC. 25 K. DE 006 MM.GENEBRE F. 3022 (1/4"" 350 LBS.)"	
01400663	VB3/8F3022LR	"VALV. BOLA LATON CROMADA ROSC. 25 K. DE 010 MM.GENEBRE F. 3022 (3/8"" 350 LBS.)"	
01400664	VB1/2F3022LR	"VALV. BOLA LATON CROMADA ROSC. 25 K. DE 013 MM.GENEBRE F. 3022 (1/2"" 350 LBS.)"	
01400665	VB1F3022LR	"VALV. BOLA LATON CROMADA ROSC. 25 K. DE 025 MM. GENEBRE F.3022 (1"" 350 LBS.)"	
01400666	VB2F3022LR	"VALV. BOLA LATON CROMADA ROSC. 25 K. DE 051 MM.GENEBRE F. 3022 (2"" 350 LBS.)"	
01400667	VB3/4F3022LR	"VALV. BOLA LATON CROMADA ROSC. 25 K. DE 019 MM.GENEBRE F. 3022 (3 /4"" 350 LBS.)"	
01400668	VB3F3022LR	"VALV. BOLA LATON CROMADA ROSC. 25 K. DE 076 MM.GENEBRE F. 3022 (3"" 350 LBS.)"	
01400669	VB4F3022LR	"VALV. BOLA LATON CROMADA ROSC. 25 K. DE 102 MM.GENEBRE F. 3022 (4"" 350 LBS.)"	
01400670	VB21/2F3022LR	"VALV. BOLA LATON CROMADA ROSC. 25 K. DE 064 MM.GENEBRE F. 3022 (21/2"" 350 LBS.)"	
01400677	VB1/4F58876	"VALV. BOLA A/INOX. ROSC. 1 PZA. 56 K. DE 006 MM. P/REGULAR SHARPE F. 58876 (1/4"" 800 LBS.)"	
01400680	VB3/4F58876	"VALV. BOLA A/INOX. ROSC. 1 PZA. 56 K. DE 019 MM. P/REGULAR SHARPE F. 58876 (3/4"" 800 LBS.)"	
01400681	VB1F58876	"VALV. BOLA A/INOX. ROSC. 1 PZA. 56 K. DE 025 MM. P/REGULAR SHARPE F. 58876 (1"" 800 LBS.)"	
01400689	VB1F50M76	"VALV. BOLA A/INOX. ROSC. 2 PZAS. 70 K. DE 025 MM. P/COMPLETO SHARPE F. 50M76 (1"" 1000 LBS.)"	
01400691	VB11/2F50M76	"VALV. BOLA A/INOX. ROSC. 2 PZAS. 70 K. DE 038 MM. P/COMPLETO SHARPE F. 50M76 (1 1/2"" 1000 LBS.)"	
01400717	VB2F726	"VALV. BOLA VICTAULIC FIGURA 726 DE 051 MM. (2"")"	
01400720	VCH1/2F2430	"VALV. CHECK CLAPETA A/INOX. ROSC. 14 K. 013 MM. GENEBRE F. 2430 (1/2"" 200 LBS.)"	
01400721	VCH3/4F2430	"VALV. CHECK CLAPETA A/INOX. ROSC. 14 K. 019 MM. GENEBRE F. 2430 (3/4"" 200 LBS.)"	
01400722	VCH1F2430	"VALV. CHECK CLAPETA A/INOX. ROSC. 14 K. 025 MM. GENEBRE F. 2430 (1"" 200 LBS.)"	
01400724	VCH11/2F2430	"VALV. CHECK CLAPETA A/INOX. ROSC. 14 K. 038 MM. GENEBRE F. 2430 (1 1/2"" 200 LBS.)"	
01400725	VCH2F2430	"VALV. CHECK CLAPETA A/INOX. ROSC. 14 K. 051 MM. GENEBRE F. 2430 (2"" 200 LBS.)"	
01400730	VCH2150AB	"VALV. CHECK DE ACERO BRID. 10.5 K. DE 051 MM. (2"" 150 LBS.)"	
01400731	VCH21/2150AB	"VALV. CHECK DE ACERO BRID. 10.5 K. DE 064 MM. (2 1/2"" 150 LBS.)"	
01400732	VCH3150AB	"VALV. CHECK DE ACERO BRID. 10.5 K. DE 076 MM. (3"" 150 LBS.)"	
01400733	VCH4150AB	"VALV. CHECK DE ACERO BRID. 10.5 K. DE 102 MM. (4"" 150 LBS.)"	
01400734	VCH6150AB	"VALV. CHECK DE ACERO BRID. 10.5 K. DE 152 MM. (6"" 150 LBS.)"	
01400735	VCH8150AB	"VALV. CHECK DE ACERO BRID. 10.5 K. DE 203 MM. (8"" 150 LBS.)"	
01400736	VCH10150AB	"VALV. CHECK DE ACERO BRID. 10.5 K. DE 254 MM. (10"" 150 LBS.)"	
01400737	VCH12150AB	"VALV. CHECK DE ACERO BRID. 10.5 K. DE 305 MM. (12"" 150 LBS.)"	
01400741	VCH2300AB	"VALV. CHECK DE ACERO BRID. 21 K. DE 051 MM. (2"" 300 LBS.)"	
01400742	VCH21/2300AB	"VALV. CHECK DE ACERO BRID. 21 K. DE 064 MM. (2 1/2"" 300 LBS.)"	
01400743	VCH3300AB	"VALV. CHECK DE ACERO BRID. 21 K. DE 076 MM. (3"" 300 LBS.)"	
01400744	VCH4300AB	"VALV. CHECK DE ACERO BRID. 21 K. DE 102 MM. (4"" 300 LBS.)"	
01400745	VCH6300AB	"VALV. CHECK DE ACERO BRID. 21 K. DE 152 MM. (6"" 300 LBS.)"	
01400746	VCH8300AB	"VALV. CHECK DE ACERO BRID. 21 K. DE 203 MM. (8"" 300 LBS.)"	
01400747	VCH10300AB	"VALV. CHECK DE ACERO BRID. 21 K. DE 254 MM. (10"" 300 LBS.)"	
01400748	VCH12300AB	"VALV. CHECK DE ACERO BRID. 21 K. DE 305 MM. (12"" 300 LBS.)"	
01400758	VCH3900AB	"VALV. CHECK DE ACERO BRID. 63 K. DE 076 MM. (3"" 900 LBS.)"	
01400768	VCH1F27B150	"VALV. CHECK A/INOX. BRID. 10.5 K. DE 025 MM. F. 27B150 (1"" 150 LBS.)"	
01400769	VCH11/2F27B150	"VALV. CHECK A/INOX. BRID. 10.5 K. DE 038 MM. F. 27B150 (1 1/2"" 150 LBS.)"	
01400783	VCH1/2F16B200	"VALV. CHECK A/INOX. ROSC. 14 K. DE 013 MM. F. 16B200 (1/2"" 200 LBS.)"	
01400784	VCH3/4F16B200	"VALV. CHECK A/INOX. ROSC. 14 K. DE 019 MM. F. 16B200 (3/4"" 200 LBS.)"	
01400788	VCH11/2F16B200	"VALV. CHECK A/INOX. ROSC. 14 K. DE 038 MM. F. 16B200 (1 1/2"" 200 LBS.)"	
01400790	VCH1/2800AR	"VALV. CHECK DE ACERO ROSC. 56 K. DE 013 MM. (1/2"" 800 LBS.)"	
01400791	VCH3/4800AR	"VALV. CHECK DE ACERO ROSC. 56 K. DE 019 MM. (3/4"" 800 LBS.)"	
01400792	VCH1800AR	"VALV. CHECK DE ACERO ROSC. 56 K. DE 025 MM. (1"" 800 LBS.)"	
01400794	VCH11/2800AR	"VALV. CHECK DE ACERO ROSC. 56 K. DE 038 MM. (1 1/2"" 800 LBS.)"	
01400795	VCH2800AR	"VALV. CHECK DE ACERO ROSC. 56 K. DE 051 MM. (2"" 800 LBS.)"	
01400796	VCH1/2800ASW	"VALV. CHECK DE ACERO S.W. 56 K. DE 013 MM. (1/2"" 800 LBS.)"	
01400797	VCH3/4800ASW	"VALV. CHECK DE ACERO S.W. 56 K. DE 019 MM. (3/4"" 800 LBS.)"	
01400798	VCH1800ASW	"VALV. CHECK DE ACERO S.W. 56 K. DE 025 MM. (1"" 800 LBS.)"	
01400801	VCH11/2800ASW	"VALV. CHECK DE ACERO S.W. 56 K. DE 038 MM. (1 1/2"" 800 LBS.)"	
01400802	VCH2800ASW	"VALV. CHECK DE ACERO S.W. 56 K. DE 051 MM. (2"" 800 LBS.)"	
01400807	VCH1/2150BR	"VALV. CHECK DE BRONCE ROSC. 10.5 K.DE 013 MM. (1/2"" 150 LBS.)"	
01400808	VCH1150BR	"VALV. CHECK DE BRONCE ROSC. 10.5 K.DE 025 MM. (1"" 150 LBS.)"	
01400818	VCH1/2125BR	"VALV. CHECK DE BRONCE ROSC. 9 K. DE 013 MM. (1/2"" 125 LBS.)"	
01400820	VCH1125BR	"VALV. CHECK DE BRONCE ROSC. 9 K. DE 025 MM. (1"" 125 LBS.)"	
01400821	VCH11/4125BR	"VALV. CHECK DE BRONCE ROSC. 9 K. DE 032 MM. (1 1/4"" 125 LBS.)"	
01400823	VCH2125BR	"VALV. CHECK DE BRONCE ROSC. 9 K. DE 051 MM. (2"" 125 LBS.)"	
01400839	VCH16125FB	"VALV. CHECK DE FIERRO BRID. 9 K. DE 406 MM. (16"" 125 LBS.)"	
01400844	VCH2125FYBB	"VALV. CHECK DE FIERRO Y BRONCE BRID. 9 K. DE 051 MM. (2"" 125 LBS.)"	
01400847	VCH21/2125FYBB	"VALV. CHECK DE FIERRO Y BRONCE BRID. 9 K. DE 064 MM. (2 1/2"" 125 LBS.)"	
01400848	VCH3125FYBB	"VALV. CHECK DE FIERRO Y BRONCE BRID. 9 K. DE 076 MM. (3"" 125 LBS.)"	
01400850	VCH4125FYBB	"VALV. CHECK DE FIERRO Y BRONCE BRID. 9 K. DE 102 MM. (4"" 125 LBS.)"	
01400855	VCH6125FYBB	"VALV. CHECK DE FIERRO Y BRONCE BRID. 9 K. DE 152 MM. (6"" 125 LBS.)"	
01400856	VCH8125FYBB	"VALV. CHECK DE FIERRO Y BRONCE BRID. 9 K. DE 203 MM. (8"" 125 LBS.)"	
01400858	VCH10125FYBB	"VALV. CHECK DE FIERRO Y BRONCE BRID. 9 K. DE 254 MM. (10"" 125 LBS.)"	
01400860	VCH12125FYBB	"VALV. CHECK DE FIERRO Y BRONCE BRID. 9 K. DE 305 MM. (12"" 125 LBS.)"	
01400863	VCH16125FYBB	"VALV. CHECK DE FIERRO Y BRONCE BRID. 9 K. DE 406 MM. (16"" 125 LBS.)"	
01400889	VCH4F779	"VALV. CHECK VENTURI VICTAULIC FIGURA 779 DE 102 MM. (4"")"	
01400890	VCH6F779	"VALV. CHECK VENTURI VICTAULIC FIGURA 779 DE 152 MM. (6"")"	
01400897	VCH2F716	"VALV. CHECK VICTAULIC FIGURA 716 DE 051 MM. (2"")"	
01400898	VCH3F716	"VALV. CHECK VICTAULIC FIGURA 716 DE 076 MM. (3"")"	
01400899	VCH4F716	"VALV. CHECK VICTAULIC FIGURA 716 DE 102 MM. (4"")"	
01400900	VCH6F716	"VALV. CHECK VICTAULIC FIGURA 716 DE 152 MM. (6"")"	
01400901	VCH21/2F716	"VALV. CHECK VICTAULIC FIGURA 716 DE 064 MM. (2 1/2"")"	
01400902	VCH8F716	"VALV. CHECK VICTAULIC FIGURA 716 DE 203 MM. (8"")"	
01400906	VCH3F717	"VALV. CHECK VICTAULIC FIGURA 717 DE 076 MM. (3"")"	
01400907	VCH4F717	"VALV. CHECK VICTAULIC FIGURA 717 DE 102 MM. (4"")"	
01400908	VCH8F717	"VALV. CHECK VICTAULIC FIGURA 717 DE 203 MM. (8"")"	
01400909	VCH10F717	"VALV. CHECK VICTAULIC FIGURA 717 DE 254 MM. (10"")"	
01400910	VCH6F717	"VALV. CHECK VICTAULIC FIGURA 717 DE 152 MM. (6"")"	
01400911	VCH2F717	"VALV. CHECK VICTAULIC FIGURA 717 DE 051 MM. (2"")"	
01400912	VCH21/2F717	"VALV. CHECK VICTAULIC FIGURA 717 DE 064 MM. (2 1/2"")"	
01400913	VCH12F717	"VALV. CHECK VICTAULIC FIGURA 717 DE 305 MM. (12"")"	
01400961	VCO2150AB	"VALV. COMPUERTA DE ACERO BRID. 10.5 K. DE 051 MM. (2"" 150 LBS.)"	
01400962	VCO21/2150AB	"VALV. COMPUERTA DE ACERO BRID. 10.5 K. DE 064 MM. (2 1/2"" 150 LBS.)"	
01400963	VCO3150AB	"VALV. COMPUERTA DE ACERO BRID. 10.5 K. DE 076 MM. (3"" 150 LBS.)"	
01400964	VCO4150AB	"VALV. COMPUERTA DE ACERO BRID. 10.5 K. DE 102 MM. (4"" 150 LBS.)"	
01400967	VCO6150AB	"VALV. COMPUERTA DE ACERO BRID. 10.5 K. DE 152 MM. (6"" 150 LBS.)"	
01400968	VCO8150AB	"VALV. COMPUERTA DE ACERO BRID. 10.5 K. DE 203 MM. (8"" 150 LBS.)"	
01400969	VCO10150AB	"VALV. COMPUERTA DE ACERO BRID. 10.5 K. DE 254 MM. (10"" 150 LBS.)"	
01400970	VCO12150AB	"VALV. COMPUERTA DE ACERO BRID. 10.5 K. DE 305 MM. (12"" 150 LBS.)"	
01400971	VCO14150AB	"VALV. COMPUERTA DE ACERO BRID. 10.5 K. DE 356 MM. (14"" 150 LBS.)"	
01400972	VCO16150AB	"VALV. COMPUERTA DE ACERO BRID. 10.5 K. DE 406 MM. (16"" 150 LBS.)"	
01400973	VCO20150AB	"VALV. COMPUERTA DE ACERO BRID. 10.5 K. DE 508 MM. (20"" 150 LBS.)"	
01400980	VCO11/2300AB	"VALV. COMPUERTA DE ACERO BRID. 21 K. DE 038 MM. (1 1/2"" 300 LBS.)"	
01400981	VCO2300AB	"VALV. COMPUERTA DE ACERO BRID. 21 K. DE 051 MM. (2"" 300 LBS.)"	
01400983	VCO21/2300AB	"VALV. COMPUERTA DE ACERO BRID. 21 K. DE 064 MM. (2 1/2"" 300 LBS.)"	
01400984	VCO3300AB	"VALV. COMPUERTA DE ACERO BRID. 21 K. DE 076 MM. (3"" 300 LBS.)"	
01400985	VCO4300AB	"VALV. COMPUERTA DE ACERO BRID. 21 K. DE 102 MM. (4"" 300 LBS.)"	
01400986	VCO6300AB	"VALV. COMPUERTA DE ACERO BRID. 21 K. DE 152 MM. (6"" 300 LBS.)"	
01400987	VCO8300AB	"VALV. COMPUERTA DE ACERO BRID. 21 K. DE 203 MM. (8"" 300 LBS.)"	
01400988	VCO10300AB	"VALV. COMPUERTA DE ACERO BRID. 21 K. DE 254 MM. (10"" 300 LBS.)"	
01400991	VCO2600AB	"VALV. COMPUERTA DE ACERO BRID. 42 K. DE 051 MM. (2"" 600 LBS.)"	
01400992	VCO3600AB	"VALV. COMPUERTA DE ACERO BRID. 42 K. DE 076 MM. (3"" 600 LBS.)"	
01400993	VCO4600AB	"VALV. COMPUERTA DE ACERO BRID. 42 K. DE 102 MM. (4"" 600 LBS.)"	
01400994	VCO6600AB	"VALV. COMPUERTA DE ACERO BRID. 42 K. DE 152 MM. (6"" 600 LBS.)"	
01401003	VCO14300AB	"VALV. COMPUERTA DE ACERO BRID. 21 K. DE 356 MM. (14"" 300 LBS.)"	
01401043	VCO1800AIR	"VALV. COMPUERTA A/INOX. ROSC. 56 K. DE 025 MM. (1"" 800 LBS.)"	
01401045	VCO11/2600AIR	"VALV. COMPUERTA A/INOX. ROSC. 42 K. DE 038 MM. (1 1/2"" 600 LBS.)"	
01401047	VCO1/2800AI316R	"VALV. COMPUERTA A/INOX. ROSC. 56 K. DE 013 MM. (1/2"" 800 LBS.)"	
01401063	VCO1/2800AR	"VALV. COMPUERTA DE ACERO ROSC. 56 K. DE 013 MM. (1/2"" 800 LBS.)"	
01401064	VCO3/4800AR	"VALV. COMPUERTA DE ACERO ROSC. 56 K. DE 019 MM. (3/4"" 800 LBS.)"	
01401065	VCO1800AR	"VALV. COMPUERTA DE ACERO ROSC. 56 K. DE 025 MM. (1"" 800 LBS.)"	
01401067	VCO11/2800AR	"VALV. COMPUERTA DE ACERO ROSC. 56 K. DE 038 MM. (1 1/2"" 800 LBS.)"	
01401068	VCO2800AR	"VALV. COMPUERTA DE ACERO ROSC. 56 K. DE 051 MM. (2"" 800 LBS.)"	
01401077	VCO21500SW	"VALV. COMPUERTA DE ACERO S.W. 105 K. DE 051 MM. (2"" 1500 LBS.)"	
01401083	VCO1/2800ASW	"VALV. COMPUERTA DE ACERO S.W. 56 K. DE 013 MM. (1/2"" 800 LBS.)"	
01401085	VCO3/4800ASW	"VALV. COMPUERTA DE ACERO S.W. 56 K. DE 019 MM. (3/4"" 800 LBS.)"	
01401087	VCO1800ASW	"VALV. COMPUERTA DE ACERO S.W. MCA WALWORTH FIG. 958SW UT A105N (1"" 800 LBS.)"	
01401088	VCO11/4800ASW	"VALV. COMPUERTA DE ACERO S.W. 56 K. DE 032 MM. (1 1/4"" 800 LBS.)"	
01401089	VCO11/2800ASW	"VALV. COMPUERTA DE ACERO S.W. 56 K. DE 038 MM. (1 1/2"" 800 LBS.)"	
01401090	VCO2800ASW	"VALV. COMPUERTA DE ACERO S.W. 56 K. DE 051 MM. (2"" 800 LBS.)"	
01401117	VCO1/2200BR	"VALV. COMPUERTA DE BRONCE ROSC. 14 K. DE 013 MM. (1/2"" 200 LBS.)"	
01401129	VCO1/2125BR	"VALV. COMPUERTA DE BRONCE ROSC. 9 K. DE 013 MM. (1/2"" 125 LBS.)"	
01401130	VCO3/4125BR	"VALV. COMPUERTA DE BRONCE ROSC. 9 K. DE 019 MM. (3/4"" 125 LBS.)"	
01401131	VCO1125BR	"VALV. COMPUERTA DE BRONCE ROSC. 9 K. DE 025 MM. (1"" 125 LBS.)"	
01401134	VCO2125BR	"VALV. COMPUERTA DE BRONCE ROSC. 9 K. DE 051 MM. (2"" 125 LBS.)"	
01401161	VCO3F2360	"VALV. COMPUERTA FIERRO Y BRONCE V.F. ROSC. 9 K. DE 076 MM. F. 2360 (3"" 125 LBS.)"	
01401162	VCO2125FYBVFB	"VALV. COMPUERTA FIERRO Y BRONCE V.F. BRID. 9 K .DE 051 MM. (2"" 125 LBS.)"	
01401163	VCO21/2125FYBVFB	"VALV. COMPUERTA FIERRO Y BRONCE V.F. BRID. 9 K. DE 064 MM. (2 1/2"" 125 LBS.)"	
01401164	VCO3125FYBVFB	"VALV. COMPUERTA FIERRO Y BRONCE V.F. BRID. 9 K. DE 076 MM. (3"" 125 LBS.)"	
01401165	VCO4125FYBVFB	"VALV. COMPUERTA FIERRO Y BRONCE V.F. BRID. 9 K. DE 102 MM. (4"" 125 LBS.)"	
01401166	VCO6125FYBVFB	"VALV. COMPUERTA FIERRO Y BRONCE V.F. BRID. 9 K. DE 152 MM. (6"" 125 LBS.)"	
01401167	VCO8125FYBVFB	"VALV. COMPUERTA FIERRO Y BRONCE V.F. BRID. 9 K. DE 203 MM. (8"" 125 LBS.)"	
01401168	VCO10125FYBVFB	"VALV. COMPUERTA FIERRO Y BRONCE V.F. BRID. 9 K. DE 254 MM. (10"" 125 LBS.)"	
01401177	VCO2125FYBVSB	"VALV. COMPUERTA FIERRO Y BRONCE V.S. BRID. 9 K. DE 051 MM. (2"" 125 LBS.)"	
01401178	VCO21/2125FYBVSB	"VALV. COMPUERTA FIERRO Y BRONCE V.S. BRID. 9 K. DE 064 MM. (2 1/2"" 125 LBS.)"	
01401180	VCO3125FYBVSB	"VALV. COMPUERTA FIERRO Y BRONCE V.S. BRID. 9 K. DE 076 MM. (3"" 125 LBS.)"	
01401183	VCO4125FYBVSB	"VALV. COMPUERTA FIERRO Y BRONCE V.S. BRID. 9 K. DE 102 MM. (4"" 125 LBS.)"	
01401185	VCO6125FYBVSB	"VALV. COMPUERTA FIERRO Y BRONCE V.S. BRID. 9 K. DE 152 MM. (6"" 125 LBS.)"	
01401189	VCO8125FYBVSB	"VALV. COMPUERTA FIERRO Y BRONCE V.S. BRID. 9 K. DE 203 MM. (8"" 125 LBS.)"	
01401191	VCO10125FYBVSB	"VALV. COMPUERTA FIERRO Y BRONCE V.S. BRID. 9 K. DE 254 MM. (10"" 125 LBS.)"	
01401192	VCO12125FYBVSB	"VALV. COMPUERTA FIERRO Y BRONCE V.S. BRID. 9 K. DE 305 MM. (12"" 125 LBS.)"	
01401213	VCO4FP2361	"VALV. COMPUERTA V.S BRID.F. P-2361 DE 102 MM. (4"")"	
01401215	VCO4F771	"VALV. COMPUERTA VICTAULIC FIGURA 771H DE 102 MM. RAN. (4"")"	
01401216	VCU2F65B	"VALV. CUCHILLA A/INOX. DE 051 MM. FNW F.65B ASIENTO DE METAL (2"")"	
01401232	VCU6F61B	"VALV. CUCHILLA FIERRO CASQ/INOX. DE 152 MM. F. 61B ASIENTO DE METAL (6"")"	
01401251	VCU6FVG	"VALV. CUCHILLA FIERRO CASQ/INOX. DE 152 MM. F. 765 EPDM (6"")"	
01401262	VAL3F751C/T	"VALV. ALARMA VICTAULIC FIGURA 751 DE 076 MM. CON TRIM (3"")"	
01401263	VAL8F751C/T	"VALV. ALARMA VICTAULIC FIGURA 751 DE 203 MM. CON TRIM (8"")"	
01401264	VAL2F751C/T	"VALV. ALARMA VICTAULIC FIGURA 751 DE 051 MM. CON TRIM (2"")"	
01401266	VAL4F751C/T	"VALV. ALARMA VICTAULIC FIGURA 751 DE 102 MM. CON TRIM (4"")"	
01401267	VAL6F751C/T	"VALV. ALARMA VICTAULIC FIGURA 751 DE 152 MM. CON TRIM (6"")"	
01401272	VAL6F200	"VALV. ALARMA MODELO F F. 200 DE 152 MM. (6"")"	
01401274	VAL4F751	"VALV. ALARMA VICTAULIC FIGURA 751 DE 102 MM. (4"")"	
01401275	VAL6F751	"VALV. ALARMA VICTAULIC FIGURA 751 DE 152 MM. (6"")"	
01401277	VAL2F751	"VALV. ALARMA VICTAULIC FIGURA 751 DE 051 MM. (2"")"	
01401279	VAL8F751	"VALV. ALARMA VICTAULIC FIGURA 751 DE 203 MM. (8"")"	
01401295	VB1S51BR	"VALV. BOLA BRONCE ROSC. DE 025 MM. FLOW-TEK (1"")"	
01401296	VB2S51BR	"VALV. BOLA BRONCE ROSC. DE 051 MM. FLOW-TEK (2"")"	
01401310	VDI3F758	"VALV. DILUVIO FIGURA 758 DE 076 MM. (3"")"	
01401327	VDC3150AI316	"VALV. DUO CHECK A/INOX. T 316 10.5 K. DE 076 MM. (3"" 150 LBS.)"	
01401330	VDC21/2300A	"VALV. DUO CHECK DE ACERO 21 K. DE 064 MM. (2 1/2"" 300 LBS.)"	
01401344	VDC3150F	"VALV. DUO CHECK FIERRO FUNDIDO 10.5 K. DE 076 MM. (3"" 150 LBS.)"	
01401347	VEA3/4150	"VALV. ELIMINADORA DE AIRE 10.5 K. DE 019 MM. (3/4"" 150 LBS.)"	
01401348	VEA1A30	"VALV. ELIMINADORA DE AIRE 10.5 K. DE 025 MM. (1"" 150 LBS.)"	
01401351	VEA1/2125	"VALV. ELIMINADORA DE AIRE 9 K. DE 013 MM. (1/2"" 125 LBS.)"	
01401352	VEA3/4125	"VALV. ELIMINADORA DE AIRE 9 K. DE 019 MM. (3/4"" 125 LBS.)"	
01401361	VGL10150AB	"VALV. GLOBO DE ACERO BRID. 10.5 K. DE 254 MM. (10"" 150 LBS.)"	
01401362	VGL21/2150AB	"VALV. GLOBO DE ACERO BRID. 10.5 K. DE 064 MM. (2 1/2"" 150 LBS.)"	
01401363	VGL11/2150AB	"VALV. GLOBO DE ACERO BRID. 10.5 K. DE 038 MM. (1 1/2"" 150 LBS.)"	
01401364	VGL2150AB	"VALV. GLOBO DE ACERO BRID. 10.5 K. DE 051 MM. (2"" 150 LBS.)"	
01401365	VGL3150AB	"VALV. GLOBO DE ACERO BRID. 10.5 K. DE 076 MM. (3"" 150 LBS.)"	
01401366	VGL4150AB	"VALV. GLOBO DE ACERO BRID. 10.5 K. DE 102 MM. (4"" 150 LBS.)"	
01401367	VGL6150AB	"VALV. GLOBO DE ACERO BRID. 10.5 K. DE 152 MM. (6"" 150 LBS.)"	
01401368	VGL8150AB	"VALV. GLOBO DE ACERO BRID. 10.5 K. DE 203 MM. (8"" 150 LBS.)"	
01401379	VGL3600AB	"VALV. GLOBO DE ACERO BRID. 42 K. DE 076 MM. (3"" 600 LBS.)"	
01401381	VGL11/2300AB	"VALV. GLOBO DE ACERO BRID. 21 K. DE 038 MM. (1 1/2"" 300 LBS.)"	
01401387	VGL2F26B150	"VALV. GLOBO A/INOX. BRID. 10.5 K. DE 051 MM. F. 26B150 (2"" 150 LBS.)"	
01401405	VGL1/2800AR	"VALV. GLOBO DE ACERO ROSC. 56 K. DE 013 MM. (1/2"" 800 LBS.)"	
01401406	VGL3/4800AR	"VALV. GLOBO DE ACERO ROSC. 56 K. DE 019 MM. (3/4"" 800 LBS.)"	
01401407	VGL1800AR	"VALV. GLOBO DE ACERO ROSC. 56 K. DE 025 MM. (1"" 800 LBS.)"	
01401409	VGL11/2800AR	"VALV. GLOBO DE ACERO ROSC. 56 K. DE 038 MM. (1 1/2"" 800 LBS.)"	
01401410	VGL2800AR	"VALV. GLOBO DE ACERO ROSC. 56 K. DE 051 MM. (2"" 800 LBS.)"	
01401420	VGL1/2800ASW	"VALV. GLOBO DE ACERO S.W. 56 K. DE 013 MM. (1/2"" 800 LBS.)"	
