 CODIGO,CLAVE,DESCRIPCION,
01301116,TSC1840,"TUBO DE ACERO AL CARBON SIN COSTURA 457 X 14.3 MM. (18"" CED. 40)",
01301123,TSC1880,"TUBO DE ACERO AL CARBON SIN COSTURA 457 X 23.8 MM. (18"" CED. 80)",
01301132,TSC18X9.5,"TUBO DE ACERO AL CARBON SIN COSTURA 457 X 09.5 MM. (18"" X 3/8"")",
01301133,TSC11/2XXS,"TUBO DE ACERO AL CARBON SIN COSTURA 048.3 X 10.2 MM. (1 1/2"" CED. XXS)",
01301134,TSC11/240,"TUBO DE ACERO AL CARBON SIN COSTURA 048.3 X 03.7 MM. (1 1/2"" CED. 40)",
01301135,TSC11/280,"TUBO DE ACERO AL CARBON SIN COSTURA 048.3 X 05.1 MM. (1 1/2"" CED. 80)",
01301137,TSC11/2160,"TUBO DE ACERO AL CARBON SIN COSTURA 048.3 X 07.1 MM. (1 1/2"" CED. 160)",
01301139,TSC2030,"TUBO DE ACERO AL CARBON SIN COSTURA 508 X 12.7 MM. (20"" CED. 30)",
01301140,TSC2040,"TUBO DE ACERO AL CARBON SIN COSTURA 508 X 15.1 MM. (20"" CED. 40)",
01301144,TSC2080,"TUBO DE ACERO AL CARBON SIN COSTURA 508 X 26.2 MM. (20"" CED. 80)",
01301150,TSC2020,"TUBO DE ACERO AL CARBON SIN COSTURA 508 X 09.5 MM. (20"" CED. 20)",
01301151,TSC22X25.4,"TUBO DE ACERO AL CARBON SIN COSTURA 559 X 25.4 MM. (22"" X 1"")",
01301152,TSC2XXS,"TUBO DE ACERO AL CARBON SIN COSTURA 060.3 X 11.1 MM. (2"" CED. XXS)",
01301153,TSC240,"TUBO DE ACERO AL CARBON SIN COSTURA 060.3 X 03.9 MM. (2"" CED. 40)",
01301154,TSC280,"TUBO DE ACERO AL CARBON SIN COSTURA 060.3 X 05.5 MM. (2"" CED. 80)",
01301157,TSC2160,"TUBO DE ACERO AL CARBON SIN COSTURA 060.3 X 08.7 MM. (2"" CED. 160)",
01301161,TSC2440,"TUBO DE ACERO AL CARBON SIN COSTURA 610 X 17.5 MM. (24"" CED. 40)",
01301170,TSC2420,"TUBO DE ACERO AL CARBON SIN COSTURA 610 X 09.5 MM. (24"" CED. 20)",
01301171,TSC21/2XXS,"TUBO DE ACERO AL CARBON SIN COSTURA 073.0 X 14.0 MM. (2 1/2"" CED. XXS)",
01301172,TSC21/240,"TUBO DE ACERO AL CARBON SIN COSTURA 073.0 X 05.2 MM. (2 1/2"" CED. 40)",
01301173,TSC21/280,"TUBO DE ACERO AL CARBON SIN COSTURA 073.0 X 07.0 MM. (2 1/2"" CED. 80)",
01301175,TSC21/2160,"TUBO DE ACERO AL CARBON SIN COSTURA 073.0 X 09.5 MM. (2 1/2"" CED.160)",
01301180,TSC3160,"TUBO DE ACERO AL CARBON SIN COSTURA 088.9 X 11.1 MM. (3"" CED.160)",
01301186,TSC340,"TUBO DE ACERO AL CARBON SIN COSTURA 088.9 X 05.5 MM. (3"" CED. 40)",
01301189,TSC380,"TUBO DE ACERO AL CARBON SIN COSTURA 088.9 X 07.6 MM. (3"" CED. 80)",
01301193,TSC480CH,"TUBO DE ACERO AL CARBON SIN COSTURA 114.3 X 08.6 MM. (4"" CED. 80)",
01301194,TSC1/440CH,"TUBO DE ACERO AL CARBON SIN COSTURA 013.7 X 02.2 MM. (1/4"" CED. 40)",
01301197,TSC640CH,"TUBO DE ACERO AL CARBON SIN COSTURA 168.3 X 07.1 MM. (6"" CED. 40)",
01301200,TSC1/280GRADOC,"TUBO DE ACERO AL CARBON SIN COSTURA 021.3 X 03.7 MM. GR. C (1/2"" CED.80)",
01301202,TSC1/2160GRADOC,"TUBO DE ACERO AL CARBON SIN COSTURA 021.3 X 04.9 MM. GR. C (1/2"" CED. 160)",
01301206,TSC3/480CH,"TUBO DE ACERO AL CARBON SIN COSTURA 026.7 X 03.9 MM. (3/4"" CED. 80)",
01301207,TSC3/480GRADOC,"TUBO DE ACERO AL CARBON SIN COSTURA 026.7 X 03.9 MM. GR. C (3/4"" CED. 80)",
01301208,TSC3/4160GRADOC,"TUBO DE ACERO AL CARBON SIN COSTURA 026.7 X 05.6 MM. GR. C (3/4"" CED.160)",
01301216,TSC140CH,"TUBO DE ACERO AL CARBON SIN COSTURA 033.4 X 03.4 MM. (1"" CED. 40)",
01301217,TSC180CH,"TUBO DE ACERO AL CARBON SIN COSTURA 033.4 X 04.6 MM. (1"" CED. 80)",
01301219,TSC1630IM,"TUBO DE ACERO AL CARBON SIN COSTURA 406.4 X 09.6 MM. (16"" CED. 30)",
01301221,TSC11/480CH,"TUBO DE ACERO AL CARBON SIN COSTURA 042.2 X 04.9 MM. (1 1/4"" CED. 80)",
01301228,TSC240CH,"TUBO DE ACERO AL CARBON SIN COSTURA 060.3 X 03.9 MM. (2"" CED. 40)",
01301229,TSC280CH,"TUBO DE ACERO AL CARBON SIN COSTURA 060.3 X 05.5 MM. (2"" CED. 80)",
01301234,TSC340CH,"TUBO DE ACERO AL CARBON SIN COSTURA 088.9 X 05.5 MM. (3"" CED. 40)",
01301235,TSC380CH,"TUBO DE ACERO AL CARBON SIN COSTURA 088.9 X 07.6 MM. (3"" CED. 80)",
01301243,TSC680X52,"TUBO DE A/ALEADO SIN COSTURA 168.3 X 11.0 MM. X52 (6"" CED. 80)",
01301255,TSC880X52,"TUBO DE A/ALEADO SIN COSTURA 219.1 X 12.7 MM. X52 (8"" CED. 80)",
01301259,TSC820A333G6,"TUBO DE A/ALEADO SIN COSTURA 219.1 X 06.3 MM. GR.6 (8"" CED. 20)",
01301271,TSC1060X52,"TUBO DE A/ALEADO SIN COSTURA 273.1 X 12.7 MM. X52 (10"" CED. 60)",
01301306,TSC4120X60,"TUBO DE A/ALEADO SIN COSTURA 114.3 X 11.1 MM. X60 (4"" CED. 120)",
01301325,TCC240AI316TM,"COD. R82390001 TUBO A/INOX. C/COSTURA T-316 DE 60.3 X 3.65 MM. (2"" CED. 40)",
01301332,TCC410AI304,"TUBO A/INOX. C/COSTURA T-304 DE 114.3 X 03.0 MM. (4"" CED. 10)",
01301352,TCC1410AI304,"TUBO A/INOX. C/COSTURA T-304 DE 356 X 4.8 MM. (14"" CED. 10)",
01301360,TCC210AI304,"TUBO A/INOX. C/COSTURA T-304 DE 060.3 X 02.8 MM. (2"" CED. 10)",
01301367,TCC310AI304,"TUBO A/INOX. C/COSTURA T-304 DE 088.9 X 03.0 MM. (3"" CED. 10)",
01301382,TCC410AI316,"TUBO A/INOX. C/COSTURA T-316 DE 114.3 X 03.0 MM. (4"" CED. 10)",
01301431,TSC110AI304,"TUBO A/INOX. S/COSTURA T-304 DE 033.4 X 02.8 MM. (1"" CED. 10)",
01301438,TSC210AI304,"TUBO A/INOX. S/COSTURA T-304 DE 060.3 X 02.8 MM. (2"" CED. 10)",
01301457,TSC210AI316,"TUBO A/INOX. S/COSTURA T-316 DE 060.3 X 02.8 MM. (2"" CED. 10)",
01301473,TSC3/480AI316,"TUBO A/INOX. S/COSTURA T-316 DE 026.7 X 03.9 MM. (3/4"" CED. 80)",
01301475,TSC1010AI316,"TUBO A/INOX. S/COSTURA T-316 DE 273.1 X 04.2 MM. (10"" CED. 10)",
01301480,TSC11/280AI316,"TUBO A/INOX. S/COSTURA T-316 DE 048.3 X 05.1 MM. (1 1/2"" CED. 80)",
01301482,TSC280AI316,"TUBO A/INOX. S/COSTURA T-316 DE 060.3 X 05.5 MM. (2"" CED. 80)",
01301502,TFL3/8C,"TUBO DE COBRE FLEXIBLE DE 10 MM. (3/8"") A53B",
01301536,THDPE3RD11,"TUBO DE HDPE DE 076 MM. RD 11 (3"")",
01301538,THDPE6RD9,"TUBO DE HDPE DE 152 MM. RD 9 (6"")",
01301541,THDPE8RD11,"TUBO DE HDPE DE 203 MM. RD 11 (8"")",
01301544,THDPE12RD11,"TUBO DE HDPE DE 305 MM. RD 11 (12"")",
01301554,THDPE4RD9,"TUBO DE HDPE DE 102 MM. RD 9 (4"")",
01301557,THDPE4RD11,"TUBO DE HDPE DE 102 MM. RD 11 (4"")",
01301562,THDPE4RD13.5,"TUBO DE HDPE DE 102 MM. RD 13.5 (4"")",
01301587,TME108X15.88,TUBO MECANICO TAM-245 108.00 X 15.88 MM.,
01301595,TME114X95,TUBO MECANICO TAM-245 114.30 X 9.52 MM.,
01301596,TME125X90,TUBO MECANICO TAM-245 125.00 X 17.50 MM.,
01301599,TME127X88.9,TUBO MECANICO TAM-245 127.00 X 19.05 MM.,
01301602,TME133.3X107.9,TUBO MECANICO TAM-245 133.30 X 12.70 MM.,
01301632,TME171.4X139.6,TUBO MECANICO TAM-245 171.40 X 15.88 MM.,
01301639,TME177.8X152.8,TUBO MECANICO TAM-245 177.80 X 12.50 MM.,
01301684,TME254X219,TUBO MECANICO TAM-245 254.00 X 17.48 MM.,
01301698,TME304X240.5,TUBO MECANICO TAM-245 304.00 X 31.75 MM.,
01301707,TME57X40.64,TUBO MECANICO TAM-245 57.00 X 8.18 MM.,
01301725,TME82.5X50.7,TUBO MECANICO TAM-245 82.50 X 15.88 MM.,
01301731,TME88.9X60.5,TUBO MECANICO TAM-245 88.90 X 14.22 MM.,
01301733,TME88.9X72.5,TUBO MECANICO TAM-245 88.90 X 8.18 MM.,
01101145,THDPE4RD11,"TUBO DE HDPE DE 102 MM. RD 11 (4"")",
01101350,THDPE3RD9,"TUBO DE HDPE DE 076 MM. RD 9 (3"")",
01301843,TCC440RA,"TUBO DE ACERO AL CARBON CON COSTURA DE 114.3 X 06.0 MM. RAN. ( 4"" CED. 40 )",
01301848,TCC280TM,"COD. ART. R03090001 TUBO DE ACERO AL CARBON CON COSTURA DE 060.3 X 05.5 MM (2"" CED. 80)",
01301850,TCC440GRA,"TUBO DE ACERO AL CARBON CON COSTURA DE 114.3 X 06.0 MM. GALV. RAN. ( 4"" CED. 40 )",
01301863,TSC11/2XXSTM,"TUBO DE ACERO AL CARBON SIN COSTURA ASTM-A-106 GR. B DE DE 1 1/2"" ( CED. XXS)",
01301872,TCC640RA,"TUBO DE ACERO AL CARBON CON COSTURA DE 168.3 X 07.1 MM. RAN. (6"" CED. 40)",
01301875,TSC340RA,"TUBO DE ACERO AL CARBON SIN COSTURA 088.9 X 05.5 MM. RAN. ( 3"" CED. 40 )",
01301876,TCC340RA,"TUBO DE ACERO AL CARBON CON COSTURA DE 088.9 X 05.5 MM. RAN. ( 3"" CED. 40 )",
01301886,TSC3/440R,"TUBO DE ACERO AL CARBON SIN COSTURA 026.7 X 02.9 MM. ROSC. ( 3/4"" CED. 40 )",
01301895,TCCC1GLTM,"COD. ART. 311056-00 TUBO CONDUIT IMC DE 1"" CON COPLE GALV.",
01301896,TCC240GRA,"TUBO DE ACERO AL CARBON CON COSTURA DE 060.3 X 03.9 MM. GALV. RAN. ( 2"" CED. 40 )",
01301903,TSC1280X80,"TUBO DE ACERO AL CARBON SIN COSTURA 323.8 X 17.5 MM. X80 (12"" CED. 80)",
01301906,TSC21/240RA,"TUBO DE ACERO AL CARBON SIN COSTURA 073.0 X 05.2 MM. RAN. ( 21/2"" CED. 40 )",
01301912,TSC21/2XXSTM,"COD. ART. R06070001 TUBO DE ACERO AL CARBON SIN COSTURA ASTM-A-106 GR B DE 2 1/2"" DE DIAMETRO CED.XXS",
01301927,TCC6X6.3TM,"TUBO DE ACERO AL CARBON CON COSTURA DE 168.3 X 06.3 MM.(6"" X .250 )",
01301929,TSC31/240GL,"TUBO DE ACERO AL CARBON SIN COSTURA 101.6 X 05.7 MM. GALV. LISO (31/2"" CED. 40)",
01301952,TSC1/240CH,"TUBO DE ACERO AL CARBON SIN COSTURA 021.3 X 02.8 MM. (1/2"" CED. 40)",
01301933,TSC5120TM1,"COD. ART. R103V0002 TUBO DE ACERO AL CARBON SIN COSTURA ASTM A 53 GR.B DE 5"" DE DIAMETRO CEDULA 120",
01301934,TSC340PSL2,"TUBO DE ACERO AL CARBON SIN COSTURA 088.9 X 05.5 MM. PSL-2 (3"" CED. 40)",
01301935,TSC640PSL2,"TUBO DE ACERO AL CARBON SIN COSTURA 168.3 X 07.1 MM API 5L PSL-2 (6"" CED. 40)",
01301936,TSC840PSL2,"TUBO DE ACERO AL CARBON SIN COSTURA 219.1 X 08.2 MM API 5L PSL-2 (8"" CED. 40)",
01301951,TSC380PSL2,"TUBO DE ACERO AL CARBON SIN COSTURA 088.9 X 07.6 MM. PSL2 (3"" CED 80)",
01301938,THDPE21/2RD9,"TUBO DE HDPE DE 064 MM. RD 9 (2 1/2"")",
01301939,TCC640GRA,"TUBO DE ACERO AL CARBON CON COSTURA DE 168.3 X 07.1 MM GAL. RAN. (6"" CED. 40)",
01301940,TCC810RJARA,"TUBO DE A/C C/C DE 219.1 X 04.7 MM. RAN. (8"" CED. 10) ",
01101778,TSC440RA,"TUBO DE ACERO AL CARBON SIN COSTURA 114.3 X 06.0 MM. RAN. (4"" CED. 40)",
01101779,TSC640RA,"TUBO DE ACERO AL CARBON SIN COSTURA 168.3 X 07.1 MM. RAN. (6"" CED. 40)",
01101780,TSC840RA,"TUBO DE ACERO AL CARBON SIN COSTURA 219.1 X 08.2 MM. RAN. (8"" CED. 40)",
01101781,TSC1040RA,"TUBO DE ACERO AL CARBON SIN COSTURA 273.1 X 09.3 MM. RAN. (10"" CED. 40)",
01301941,TCC430TM,"TUBO DE ACERO AL CARBON CON COSTURA DE 114.3 X 04.78 MM. (4"" CED. 30)",
01301942,TSC2160GR,"TUBO DE ACERO AL CARBON SIN COSTURA 060.3 X 08.74 MM GALV. ROSC. (2"" CED. 160)",
01301943,TPVC6RD14C900,"TUBO DE PVC DE 152 MM. C900 (6"" RD 14)",
01301944,TPVC8RD14C900,"TUBO DE PVC DE 203 MM. C900 (8"" RD 14)",
01301948,TCC810RJARATM,"TUBO DE A/C C/C DE 219.1 X 04.7 MM. RAN. (8"" CED. 10) ",
01301946,TCC610RJARATM,"TUBO DE A/C C/C DE 168.3 X 03.4 MM. ROJA RAN. (6"" CED. 10)",
01301945,TCC410RJARATM,"TUBO DE A/C C/C DE 114.3 X 03.0 MM. ROJA RAN. (4"" CED. 10)",
01301949,TCC140RJARATM,"TUBO DE ACERO AL CARBON CON COSTURA DE 033.4 X 03.4 MM. ROJA RAN. (1"" CED. 40)",
01301950,TCC11/240RJARATM,"TUBO DE ACERO AL CARBON CON COSTURA DE 048.3 X 03.7 MM. ROJA RAN. (1 1/2"" CED. 40)",
01301937,TCC21/210RJARATM,TUBO DE A/C C/C DE 073.0 X 03.0 MM. ROJA RAN. (2 1/2 CED. 10),
01301931,TCC11/2DFRJARATM,"TUBO DE A/C C/C DE 048.3 MM. CED. 7 ROJA RAN. (1 1/2"") SPS",
01301953,TCC21/2DFRATM,"TUBO DE A/C C/C DE 073.0 MM. CED. 7 RAN. (2 1/2"") DF",
01301954,TSC140GRA,"TUBO DE ACERO AL CARBON SIN COSTURA 033.4 X 03.4 MM. GALV. RAN. (1"" CED. 40)",
01301955,TSC140GR,"TUBO DE ACERO AL CARBON SIN COSTURA 033.4 X 03.4 MM. GALV. ROSC. (1"" CED. 40)",
01212252,THDPE4RD21,"TUBO DE HDPE DE 102 MM. RD 21 (4"")",
01212253,THDPE6RD21,"TUBO DE HDPE DE 152 MM. RD 21 (6"")",
01212254,THDPE8RD21,"TUBO DE HDPE DE 203 MM. RD 21 (8"")",
01212255,THDPE12RD21,"TUBO DE HDPE DE 305 MM. RD 21 (12"")",
01212257,THDPE3RD21,"TUBO DE HDPE DE 076 MM. RD 21 (3"")",
01101832,JDR10E38,"JUNTA DRESSER ESTILO 38 PARA TUBO DE 254 MM (10"")",
01212284,THDPE14RD17,"TUBO DE HDPE DE 355 MM. RD 17 (14"")",
01212285,THDPE14RD21,"TUBO DE HDPE DE 355 MM. RD 21 (14"")",
01301956,TSC12X9.5GL,"TUBO DE ACERO AL CARBON SIN COSTURA 323.8 X 09.5 MM. GALV. LISO (12"" X 3/8"")",
01300750,TSC1040GL,"TUBO DE ACERO AL CARBON SIN COSTURA 273.1 X 09.3 MM. GALV. LISO (10"" CED. 40)",
01300746,TSC840GL,"TUBO DE ACERO AL CARBON SIN COSTURA 219.1 X 08.2 MM. GALV. LISO (8"" CED. 40)",
01300740,TSC640GL,"TUBO DE ACERO AL CARBON SIN COSTURA 168.3 X 07.1 MM. GALV. LISO (6"" CED. 40)",
01300763,TSC340GL,"TUBO DE ACERO AL CARBON SIN COSTURA 088.9 X 05.5 MM. GALV. LISO (3"" CED. 40)",
01300758,TSC240GL,"TUBO DE ACERO AL CARBON SIN COSTURA 060.3 X 03.9 MM. GALV. LISO (2"" CED. 40)",
01301548,THDPE4RD17,"TUBO DE HDPE DE 102 MM. RD 17 (4"")",
01301550,THDPE8RD17,"TUBO DE HDPE DE 203 MM. RD 17 (8"")",
01101379,THDPE12RD17,"TUBO DE HDPE DE 305 MM. RD 17 (12"")",
01301959,THDPE16RD17,"TUBO DE HDPE DE 406 MM. RD 17 (16"")",
01301960,THDPE10RD11,"TUBO DE HDPE DE 254 MM. RD 11 (10"")",
01301961,TCC2220,"TUBO DE ACERO AL CARBON CON COSTURA DE 558.8 X 09.5 MM (22"" CED. 20 )",
01500081,CRE1/2,"CONECTOR RECTO PARA TUBO FLEXIBLE DE 013 MM. (1/2"")",
01101847,,TUBO CONDUIT PARED DELGADA GALV. 4 SIN COPLE,
01101848,TCC3/4GC/CP,"TUBO CONDUIT PARED GRUESA DE 026 MM. GALV. (3/4"") CON COPLE",
01101858,,TUBO LICUATITE ELECPLAS 76MM,
01101859,,TUBO LICUATITE ELECPLAS 51MM R .30MTS,
01101860,,CONECTOR RECTO PARA TUBO LICUATITE DE 3,
01101861,,CONECTOR RECTO PARA TUBO LICUATITE DE 2,
01301962,TCPVCRD13.5X13FG,TUBO DE CPVC FG RD 13.5 DE 013 MM. ,
01301963,TCPVCRD13.5X3/4FG,TUBO DE CPVC FG RD 13.5 DE 019 MM.,
01301964,TPVC1/240HABOC,"TUBO DE PVC DE 013 MM. HID. ABOC. (1/2"" CED. 40)",
01301965,TPVC03/440HABOC,"TUBO DE PVC DE 019 MM. HID. ABOC. (3/4"" CED. 40)",
01301966,TPVC140HABOC,"TUBO DE PVC DE 025 MM. HID. ABOC. (1"" CED. 40)",
01301967,TPVC11/440HABOC,"TUBO DE PVC DE 032 MM. HID. ABOC. (1 1/4"" CED. 40)",
01301968,TPVC4SC,"TUBO DE PVC DE 102 MM. SAN. CEM. (4"")",
01301969,TPVC2SC,"TUBO DE PVC DE 051 MM. SAN. CEM. (2"")",
01301970,TPVC040SANC,TUBO DE PVC SAN. CEM. DE 040 MM.,
01212421,TAEP3/4,"TAPON EXTERIOR DE PLASTICO PARA TUBO DE 19 MM. ( 3/4"" )",
01212422,TAEP4,"TAPON EXTERIOR DE PLASTICO PARA TUBO DE 102 MM. ( 4"" )",
01212423,TAEP6,"TAPON EXTERIOR DE PLASTICO PARA TUBO DE 152 MM. ( 6"" )",
01212424,TAEP8,"TAPON EXTERIOR DE PLASTICO PARA TUBO DE 203 MM. ( 8"" )",
01212425,TAEP1,"TAPON EXTERIOR DE PLASTICO PARA TUBO DE 25 MM. ( 1"" )",
01212426,TAEP10,"TAPON EXTERIOR DE PLASTICO PARA TUBO DE 254 MM. ( 10"" )",
01212427,TAEP12,"TAPON EXTERIOR DE PLASTICO PARA TUBO DE 305 MM. ( 12"" )",
01212428,TAEP11/2,"TAPON EXTERIOR DE PLASTICO PARA TUBO DE 38 MM. ( 1 1/2"" )",
01212429,TAEP16,"TAPON EXTERIOR DE PLASTICO PARA TUBO DE 406 MM. ( 16"" )",
01212430,TAEP2,"TAPON EXTERIOR DE PLASTICO PARA TUBO DE 51 MM. ( 2"" )",
01212431,TAEP3/4,"TAPON EXTERIOR DE PLASTICO PARA TUBO DE 76 MM. ( 3"" )",
01301971,THDPE6RD11,"TUBO DE HDPE DE 152 MM. RD 11 (6"")",
01301972,THDPE3RD17,"TUBO DE HDPE DE 076 MM. RD 17 (3"")",
01301974,TCC21/240R,"TUBO DE ACERO AL CARBON CON COSTURA DE 073.0 X 05.2 MM. ROSC. ( 2 1/2"" CED. 40 )",
01301975,TSC580GL,"TUBO DE ACERO AL CARBON SIN COSTURA 141.3 X 09.5 MM. GALV. LISO (5"" CED. 80)",
01301977,TSC11/280AI316,"TUBO A/INOX. S/COSTURA T-316 DE 048.3 X 05.1 MM (11/2"" CED 80)",
01301978,TCC240AI316,"TUBO A/INOX. C/COSTURA T-316 DE 060.3 X 03.9 MM. (2"" CED. 40)",
01301979,THDPE4RD7.3,"TUBO DE HDPE DE 102 MM. RD 7.3 (4"")",
01301980,THDPE6RD9,"TUBO DE HDPE DE 152 MM. RD 9 (6"")",
01301981,THDPE10RD7.3,"TUBO DE HDPE DE 254 MM. RD 7.3 (10"")",
01301982,THDPE12RD7,"TUBO DE HDPE DE 305 MM. RD 7 (12"")",
01212503,TSC1/280GR,"TUBO DE ACERO AL CARBON SIN COSTURA 021.3 X 03.7 MM. GALV. ROSC. ( 1/2"" CED. 80 )",
01301983,TCC140GL,"TUBO DE ACERO AL CARBON CON COSTURA DE 033.4 X 03.4 MM. GALV. LISO ( 1"" CED. 40 )",
01301984,TCC11/480,TUBO DE ACERO AL CARBON CON COSTURA DE 042.2 X 04.85 MM. (1 1/4 CED. 80),
01301985,TCC210E,"TUBO DE A/C C/C DE 060.3 X 02.8 MM. ROJA RAN (2"" CED. 10)",
01301986,TCC2040,"TUBO DE ACERO AL CARBON CON COSTURA DE 508 X 15.1 MM. ( 20"" CED. 40 )",
01301987,TCC610G,"TUBO DE A/C C/C DE 168.3 X 03.4 MM. GALV. LISO (6"" CED. 10)",
01301988,TCC410G,"TUBO DE A/C C/C DE 114.3 X 03.0 MM. GALV. LISO (4"" CED. 10)",
01301989,TCC310G,"TUBO DE A/C C/C DE 088.9 X 03.0 MM. GALV. LISO (3"" CED. 10)",
01301990,TCC210RJARATM,"TUBO DE A/C C/C DE 060.3 X 02.8 MM. ROJA RAN. (2"" CED. 10)",
                      ,,,
01301991,TCPVC2BLAZE,"TUBO DE CPVC DE 051 MM. BLAZE (2"")",
01301993,TPVC4RD14C900,"TUBO DE PVC DE 102 MM. C900 (4"" RD 14) ",
01301992,TCPVC75BLAZE,"TUBO DE CPVC DE 075 MM. BLAZE (3"")",
01301994,TCC410E,"TUBO DE A/C C/C DE 114.3 X 03.0 MM. LISO (4"" CED. 10) SPS",
01301995,TSC21/240R,"TUBO DE ACERO AL CARBON SIN COSTURA 073.0 X 05.2 MM. ROSC. (2 1/2"" CED. 40)",
01301996,TPVC180,"TUBO DE PVC DE 025 MM. (1"" CED. 80)",
01301997,TPVC11/280,"TUBO DE PVC  DE 038 MM. (1 1/2"" CED. 80)",
01301998,TSC280TM,"COD. ART.R03710001 TUBO DE ACERO AL CARBON SIN COSTURA ASTM-A 106 GR. B. DE 2"" CED. 80",
01301999,TSC380TM,"TUBO DE ACERO AL CARBON SIN COSTURA 088.9 X 07.6 MM. (3"" CED. 80)",
01302000,TCC410RAG,"TUBO DE A/C C/C DE 114.3 X 03.0 MM. GALV. RAN. (4"" CED. 10)",
01302001,TSC680R,"TUBO DE ACERO AL CARBON SIN COSTURA 168.3 X 11.0 MM. ROSC. (6"" CED. 80)",
01302002,TSC180AI316,"TUBO A/INOX. S/COSTURA T-316 DE 033.4 X 04.5 MM (1"" CED 80)",
01302003,TSC860,"TUBO DE ACERO AL CARBON SIN COSTURA 219.1 X 10.3 MM. (8"" CED. 60)",
01302004,THDPE11/2RD17,"TUBO DE HDPE DE 038 MM. RD 17 (1 1/2"")",
01302005,THDPE11/4RD17,"TUBO DE HDPE DE 032 MM. RD 17 (1 1/4"")",
01302006,THDPE1RD17,"TUBO DE HDPE DE 025 MM. RD 17 (1"")",
01302007,TSC440R,"TUBO DE ACERO AL CARBON SIN COSTURA 114.3 X 06.0 MM. ROSC. (4"" CED. 40)",
01302008,TCC11/210RJARATM,"TUBO DE A/C C/C DE 048.3 X 02.8 MM. ROJA RAN. (1 1/2"" CED. 10)",
01302009,TCC21/240GRA,"TUBO DE ACERO AL CARBON CON COSTURA DE 073.0 X 05.2 MM. GALV. RAN. (2 1/2"" CED. 40)",
01302010,TCC11/240GRA,"TUBO DE ACERO AL CARBON CON COSTURA DE 048.3 X 03.7 MM. GALV. RAN. (1 1/2"" CED. 40)",
01302011,TCC310RJARATM,TUBO DE A/C C/C DE 088.9 X 03.0 MM. ROJA RAN. (3 CED. 10),
01302012,TSC21/2160TM,"COD. ART. R05160001 TUBO DE ACERO AL CARBON SIN COSTURA ASTM-A-106 GR. B DE DE 2 1/2"" CED. 160",
01302013,TSC11/280TM,"COD. ART. R03650003 TUBO DE ACERO AL CARBON SIN COSTURA ASTM-A-106 GR. B DE DE 1 1/2"" CED. 80",
01301076,TSC1480,"TUBO DE ACERO AL CARBON SIN COSTURA 355.6 X 19.0 MM. (14"" CED. 80)",
01301094,TSC1660,"TUBO DE ACERO AL CARBON SIN COSTURA 406.4 X 16.6 MM. (16"" CED. 60)",
01301158,TSC24X12.7,"TUBO DE ACERO AL CARBON SIN COSTURA DE 610 X 12.7 MM. (24"" CED.XS)",
01301164,TSC2480,"TUBO DE ACERO AL CARBON SIN COSTURA 610 X 30.9 MM. (24"" CED.80)",
01301039,TSC1030,"TUBO DE ACERO AL CARBON SIN COSTURA 273.1 X 7.8 MM. (10"" CED. 30)",
01301030,TSC10120,"TUBO DE ACERO AL CARBON SIN COSTURA 273.1 X 21.4 MM. (10"" CED. 120)",
01302014,TSC240AI316,"TUBO A/INOX. S/COSTURA T-316 DE 060.3 X 03.9 MM. (2"" CED. 40)",
01302015,TSC14X12.7,"TUBO DE ACERO AL CARBON SIN COSTURA 355.6 X 12.7 MM. (14"" X 1/2"")",
01302016,TPVC640DWVA,"TUBO DE PVC DE 152 MM. DWV ABOC. (6"" CED. 40)",
01302017,TPVC240DWVA,"TUBO DE PVC DE 051 MM. DWV ABOC. (2"" CED. 40)",
01302018,TPVC440DWV,"TUBO DE PVC DE 102 MM. DWV (4"" CED. 40)",
01302019,TPVC11/240DWVA,"TUBO DE PVC DE 038 MM. DWV ABOC (1 1/2"" CED. 40) ",
01300448,TCC3/480TM1,"COD. ART. R03050006 TUBO DE ACERO AL CARBON CON COSTURA CED. 80 ASTM-A-53 Gr. A DE 3/4"" DE DIAMETRO",
01300447,TCC11/480TM1,COD. ART. R03070001 TUBO DE ACERO AL CARBON CON COSTURA CED. 80 ASTM-A-53 GR. A DE 1 1/4 DE DIAMETRO,
01300437,TCC180TM1,"COD. ART. R03060001 TUBO DE ACERO AL CARBON CON COSTURA CED. 80 ASTM-A-53 GR. A DE 1"" DE DIAMETRO",
01302021,TCC840FT,"TUBO DE ACERO AL CARBON CON COSTURA DE 219.1 X 08.2 MM. (8"" CED. 40)",
01302022,TCC1040FT,"TUBO DE ACERO AL CARBON CON COSTURA DE 273.1 X 09.3 MM. (10"" CED. 40)",
01302023,TCC12X9.5FT,"TUBO DE ACERO AL CARBON CON COSTURA DE 324 X 09.5 MM. (12"" X 3/8"")",
01301195,TSC1/480CH,"TUBO DE ACERO AL CARBON SIN COSTURA 013.7 X 03.0 MM. (1/4"" CED. 80)",
01302024,TCC1630FT,"TUBO DE ACERO AL CARBON CON COSTURA DE 406 X 09.5 MM. (16"" CED. 30)",
01302025,TCC2020FT,"TUBO DE ACERO AL CARBON CON COSTURA DE 508 X 09.5 MM. (20"" CED. 20)",
01302026,TCC2420,"TUBO DE ACERO AL CARBON CON COSTURA DE 610 X 09.5 MM. ( 24"" CED. 20 )",
01302027,TSC240FT,"TUBO DE ACERO AL CARBON SIN COSTURA 060.3 X 03.9 MM. (2"" CED. 40)",
